,dist,temp,dTdP,pco20,gamma,popDeath,declineTime,peakPopList,carryCapList,anthroPopList,tempError,logGamma,logdTdP,logpco20,logpopDeath,logdeclineTime,logAnthroPop
0,0.934,273.15,,,,,,,10.0,,,,,,,,
1,0.934,275.7141025641025,,,,,,,10.0,,,,,,,,
2,0.934,278.2782051282051,,,,,,,10.0,,,,,,,,
3,0.934,280.84230769230766,,,,,,,10.0,,,,,,,,
4,0.934,283.40641025641025,,,,,,,10.0,,,,,,,,
5,0.934,285.9705128205128,,,,,,,10.0,,,,,,,,
6,0.934,288.53461538461534,,,,,,,10.0,,,,,,,,
7,0.934,291.09871794871793,,,,,,,10.0,,,,,,,,
8,0.934,293.6628205128205,,,,,,,10.0,,,,,,,,
9,0.934,296.2269230769231,,,,,,,10.0,,,,,,,,
10,0.934,298.7910256410256,,,,,,,10.0,,,,,,,,
11,0.934,301.3551282051282,,,,,,,10.0,,,,,,,,
12,0.934,303.91923076923075,,,,,,,10.0,,,,,,,,
13,0.934,306.4833333333333,,,,,,,10.0,,,,,,,,
14,0.934,309.0474358974359,,,,,,,10.0,,,,,,,,
15,0.934,311.61153846153843,,,,,,,10.0,,,,,,,,
16,0.934,314.175641025641,,,,,,,10.0,,,,,,,,
17,0.934,316.73974358974357,,,,,,,10.0,,,,,,,,
18,0.934,319.30384615384617,,,,,,,10.0,,,,,,,,
19,0.934,321.8679487179487,,,,,,,10.0,,,,,,,,
20,0.934,324.43205128205125,,,,,,,10.0,,,,,,,,
21,0.934,326.99615384615385,,,,,,,10.0,,,,,,,,
22,0.934,329.5602564102564,,,,,,,10.0,,,,,,,,
23,0.934,332.124358974359,0.1278211267336534,52.417,1.757540492587734,9.170095363,74.81998631074612,0.20573407359999998,10.0,5.689769335144244,0.01564102564100267,0.24490533966900394,-0.8933973584972774,1.7194721611979684,0.962373852072347,1.874017624402577,0.755094660330996
24,0.934,334.6884615384615,0.11903295981613818,73.089,1.6367031974718997,10.64704724,72.82478673916876,0.21988199349999998,10.0,6.109843260186878,0.04153846153849372,0.21396993085549224,-0.9243327673107892,1.8638520199294937,1.0272291809974525,1.8622792215092783,0.7860300691445078
25,0.934,337.25256410256407,0.11693677172089398,97.061,1.6078806111622923,10.29453436,71.82718711182065,0.2142994446,10.0,6.219367240687901,0.3674358974359393,0.20625379824429976,-0.9320488999219817,1.987044761451188,1.0126067074906233,1.8562888589749291,0.7937462017557003
26,0.934,339.81666666666666,0.1264972295033036,120.556,1.7393369056704246,8.373811016,73.82238636651687,0.1814122491,10.0,5.749317436661597,0.7023333333333426,0.2403837120211741,-0.8979189861451073,2.0811888298279198,0.9229231553091511,1.8681880799961719,0.759616287978826
27,0.934,342.3807692307692,0.1476105098683116,138.879,2.0296445106892844,5.928731305,76.81518588232325,0.1374652615,10.0,4.926971175165998,0.6372307692307686,0.3074199785213093,-0.8308827196449722,2.142636580700753,0.7729617682063095,1.8854470858250456,0.6925800214786908
